Name,Description,Average Score,Number of Reviews,Publishing Year
3 Raccoons in a Trench Coat,"From Publisher Description: Introducing 3 Raccoons in a Trench Coat, the game that provides the ultimate in tabletop gaming experiences, the opportunity to play as one of 3 raccoons masquerading as a person by sitting on each other’s shoulders while hiding their true form in a trench coat.",0.0,0,2020
Jiangshi: Blood in the Banquet Hall,"Players take on the roles of a Chinese family running a restaurant in 1920s San Francisco. They must go through the challenges of running a restaurant, keeping the family morale up, while dealing with customers giving them a hard time. Nighttime holds another set of challenges — jiangshi (hopping vampires) come out and roam the streets in search of victims. The tone of the game can vary from serious to dark comedy and can be played with 3-5 players with a GM.",8.125,4,2020
The Iron Titan,"Publisher's blurb: In this Epic event for D&D Adventurers League play, Cultists of the Emerald Claw reanimate a warforged colossus from the battlefields outside Salvation and turn it against the outpost. The scavengers in town must work together to disable the titan limb-by-limb and save the outpost from annihilation. They are aided throughout by the Oracle of War, which provides vital tactical advice alongside cryptic verses from the Draconic Prophecy. This Three-Hour Multitable Adventure is for Tier 1 characters and optimized for APL 3. Notes in the adventure allow for it to be used as a single-table event as well. Welcome to the Oracle of War campaign, a new 20-part standalone story for the D&D Adventurers League! You can play this adventure as part of your own Eberron: Rising from the Last War campaign, or as part of the Oracle of War organized play campaign. While this campaign runs under the umbrella of the Adventurers League, it utilizes different rules.",0.0,0,2020
Dead God's Prophet,"Publisher blurb: A Class for Mörk Borg. Only the blind and foolish heed the words of the Two-Headed Basilisks. You know the name of the one true god, the dead god. And soon, so will all.",8.5,2,2020
UMBRA: A Solo Game of Final Frontiers,"Author's blurb: UMBRA: A Solo Game of Final Frontiers is a map drawing game that puts you in control of a sci-fi colony as you struggle against starvation, the void, and the many threats that will assail you from above and below. This 48 page zine has everything you need to generate natural formations, alien ruins, enemies, technologies, and forgotten terrors. It has a simple turn-based combat system, rules for building your colony and optional challenges for a harder experience. Inspired by games like Rimworld and Dwarf Fortress, UMBRA aims to capture the feeling of building and protecting a colony on an unforgiving alien planet. All you to play is, a pencil, paper (preferably 1"" grid), and a deck of playing cards.",8.0,1,2020
Defiant Role Playing Game,"Publisher's blurb: Defiant RPG is an urban fantasy game about the mighty, modern-day supernaturals, who rebelled against their destiny and, instead of destroying the world, decided to protect it. By enforcing a demanding set of rules, the Defiant aristocracy empowers protective seals around their cities, making them the only safe-havens in a world ravaged by the Apocalypse. The Player Characters are the Defiant blue-bloods, leading the supernatural society of fallen angels, demons, ancient gods, and dragons. They are powerful rulers, with their own Holdings (like clubs or luxurious mansions) and faithful subjects. User summary: The game is distributed as a bundle of files, including: 604-page core rulebook two versions of a 2-page player guide (play reference) two versions of a 9-page GM guide (play reference) four versions of a 2-page character sheet (print-and-play) 6-page character creation cards (print-and-play) 10-page introductory setting (""Bridgewood Boulevard Brochure"") 1-page introductory setting creation cards (print-and-play)",7.0,2,2020
The Microlite20 RPG Collection: 2020 Edition,"Publisher's blurb: The Microlite20 RPG Collection is the basic Microlite20 game with a huge collection of supplemental rules and variants as well as a large number of games based on the original Microlite20 system. While the original system was designed for fantasy games as are many of the games based on Microlite20 included in this free collection, this collection also includes Microlite20-based science fiction, horror, superhero, cyperpunk, espionage, etc. games. Also included are Microlite20-based versions of popular games from the 1970s and 1980s and Microlite20 versions of 4e and 5e. Finally, there are ""large"" versions of Microlite20 that include more of the 3.x SRD to make more complete games that while still much smaller that the original are complete enough that one does not have to refer to the SRD to play.",0.0,0,2020
Tricube Tales,"From publisher blurb: What is Tricube Tales? This product started out as a simple set of guidelines I created to run short games for my five-year-old son. However, I found the rules worked really well for adults as well, so I decided to expand them into a full game. Versatile: Tricube Tales is a rules-light roleplaying system capable of handling a wide variety of genres and settings. Portable: Games require little preparation or bookkeeping, and the PDF is designed for reading on a 16:9 aspect ratio smartphone screen, so you’ll always have the rules at hand. Character Creation The player makes up an archetype, a perk, and a quirk. An archetype consists of a trait (agile, brawny or crafty) followed by a concept (usually a profession or calling), a perk typically represents a special ability or item, and quirk describes a foible or drawback. The entire character can be summarized in a single sentence, such as “an agile masked vigilante who is skilled with a rapier and loves to humiliate his foes,” or “a brawny cyborg cop who has a cybernetic exoskeleton and is programmed to uphold the law,” or even “a crafty professor with telepathic superpowers who requires a wheelchair.” Resolution System To overcome a challenge, players roll 1-3 six-sided dice (depending on their archetype) against a difficulty of 4-6 (depending on the situation), and need to succeed with at least one die. Perks can be used to reduce the difficulty, while quirks can increase it, but both are controlled by the player using karma tokens—they spend karma on perks, and recover it from quirks. This core mechanic is used for everything, including combat, and all rolls are made by the players.",8.8,5,2020
The Game Master's Book of Random Encounters,"Publisher's blurb: For many tabletop RPG players, the joy of an in-depth game is that anything can happen. Typical adventure modules include a map of the adventure’s primary location, but every other location?whether it's a woodland clearing, a random apothecary or the depths of a temple players elect to explore?has to be improvised on the fly by the Game Master. As every GM knows, no matter how many story hooks, maps or NPCs you painstakingly create during session prep, your best-laid plans are often foiled by your players' whims, extreme skill check successes (or critical fails) or their playful refusal to stay on task. In a game packed with infinite possibilities, what are GMs supposed to do when their players choose those for which they're not prepared? The Game Master’s Book of Random Encounters provides an unbeatable solution. This massive tome is divided into location categories, each of which can stand alone as a small stop as part of a larger campaign. As an example, the “Taverns, Inns, Shops & Guild Halls” section includes maps for 19 unique spaces, as well as multiple encounter tables designed to help GMs fill in the sights, sounds, smells and proprietors of a given location, allowing for each location in the book to be augmented and populated on the fly while still ensuring memorable moments for all your players. Each map is presented at scale on grid, enabling GMs to determine exactly where all of the characters are in relation to one another and anyone (or anything) else in the space, critical information should any combat or other movement-based action occur. Perhaps more useful than its nearly 100 maps, the book's one-shot generator features all the story hooks necessary for GMs to use these maps as part of an interconnected and contained adventure. Featuring eight unique campaign drivers that lead players through several of the book's provided maps, the random tables associated with each stage in the adventure allow for nearly three million different outcomes, making The Game Master's Book of Random Encounters an incredible investment for any would-be GM. The book also includes a Random NPC Generator to help you create intriguing characters your players will love (or love to hate), as well as a Party Makeup Maker for establishing connections among your PCs so you can weave together a disparate group of adventurers with just a few dice rolls. Locations include taverns, temples, inns, animal/creature lairs, gatehouses, courts, ships, laboratories and more, with adventure hooks that run the gamut from frantic rooftop chases to deep cellar dungeon-crawls, with a total of 97 maps, more than 150 tables and millions of possible adventures. No matter where your players end up, they'll have someone or something to persuade or deceive, impress or destroy. As always, the choice is theirs. But no matter what they choose, with The Game Master's Book of Random Encounters, you'll be ready. User summary: Planned release September 15, 2020.",7.44444,9,2020
No Room for a Wallflower,"From the introduction: Welcome to No Room For A Wallflower, Lancer’s first narrative campaign. In No Room For A Wallflower, you and your players will explore the recently rediscovered world of Hercynia. Once rich with biodiverse life, the Second Committee transformed Hercynia into the proving ground for the first mechanized chassis Now, it is a healing world, buried and forgotten in the administrative chaos of the Third Committee’s successful revolution. Only rediscovered as the new bureaucracy addresses the loose ends left behind by its imperial predecessor, you will soon find that Hercynia holds secrets that will shock the galaxy. A scarred world is about to tell the story of its wounds...",0.0,0,2020
Excalibur,"Publisher's blurb: This beautifully illustrated character playbook for the City of Mist RPG introduces Excalibur, an old-money socialite and a fierce social activist who has found the ultimate weapon. Through heading a charitable foundation and by relying on her social status and ties with movers and shakers from every neighborhood to take on other initiatives in the community, Excalibur hopes to to bring about social change and to find better opportunities for the downtrodden populations of the City.",0.0,0,2020
The ORKegon Trail,"Publisher's blurb: After a lifetime of oppression from arrogant adventurers, you gather up your most faithful companions and leave the dungeon forever, seeking the freedom and riches of the legendary ORKEGON! The journey is long and brutal; there is no guarantee any of you will survive. Saddle up your green oxen, grab 2-4 monsters (plus a Game Master) and let’s go!",0.0,0,2020
Disciples of Bone & Shadow: Narrative Playbook,"From publisher blurb: After the success and critical acclaim of Disciples of Bone & Shadow, we are very happy to introduce you to a new way of playing the game with the Narrative Playbook. Although Disciples of Bone & Shadow's base experience provides lots of exciting gameplay twists and turns, due to the fact of having a limited amount of possible results and combinations it can become somewhat stale after a lot of playing with the same encounters and possibilities. This is when it becomes obvious that as a Dungeon Crawler, Disciples of Bone & Shadow provides a fantastic experience, but as a real Role-Playing Game, it falls short. There are no surprise elements being thrown at us, coming from the mind or script of a Game Master; there are no interesting, credible NPCs to deal with or unexpected dangers to face. This is where Narrative Gameplay comes in. We call Narrative Gameplay the style of play that allows a player to experience the full benefits of having a Game Master, without actually having one. This is not a novel idea, there are many games out there that provide a similar experience. Our goal here is to provide the necessary tools to truly explore the unique (and lethal) world of Uzrun, allowing the player the liberty to truly choose their character's destiny, creating a unique story in the process. In order to introduce Narrative Gameplay we had to also introduce new tools for the character and world creation, making it deeper and more detailed. As opposed to the core experience, where it is advised that you play with two characters simultaneously, this style of gameplay is also specifically tailored for being played with only one character, which means all the threats and dangers have been designed with this in mind. This doesn't mean you cannot play narratively with a friend; you will find instructions on how to do so in this new expansion! This is also the perfect opportunity to introduce a whole new region of the Twilight: the Whiteteeth Peninsula. This desolate region lies in the south of the Fractured Dominion, in the limit of the inhabitable area. Darkness is almost complete in this region, and the few people that live here are some of the toughest in all of the Twilight, used to facing dangers of all kinds. This region comes with lots of new dangers and fresh opportunities for any adventurer desperate enough to challenge these threats and try to make a name for themselves in this frozen wasteland. Narrative Playbook features: A whole new way of playing the game, full of detail and deepness, and 100% compatible with the base experience found in Disciples of Bone & Shadow A new, expanded character creation, with new active and passive skills, Personality Traits, Advantages & Disadvantages, and much more! New spells, new gear, new magic artifacts Three new Archetypes: the Deathbinder and the Deathwielder, defying the power of the Primordial Ones with their Korian Necromagic and control over the undead, and the Alchemoturgist, a master of potions and the art of Alchemy. The Whiteteeth Peninsula: a new region of the world to explore, the last habitable frontier before reaching the Land of the Conquered Sun. This frozen landscape introduces lots of new dangers and possibilities for those brave enough to explore it New encounters, enemies and threats Dozens of new rules, from traveling and setting camp, to improved ranged combat, NPC reactions, sellswords...",9.0,2,2020
Class Modifier Module (CMM) for 5th Edition,"Description from the designer: A narrative-driven character creation tool, for modifiers by class rather than race. The Module has all of the base classes in 5th edition included! Artificer and the other classes outside of the base book may be done in the future. The donations are split between the artist (@Tallinier) and I (the designer), and helps get more art sooner than later! It comes in PDF form. This module is made with the preference that, rather than getting statistic changes from races, it comes from classes instead in 5th Edition. This is to make the class choice both narrative and statistical, rather than emphasize that bonus through race, so that a human ranger can be just as good as an elven ranger. This does NOT exist to change emphasis that certain cultures have a preference over classes, but instead to diversify it a bit. Currently this only takes into note the base classes, but in the future I may update to include Artificer, Psion, and Bloodhunter (and potentially UA classes).",0.0,0,2020
Holy Mountain Shaker,"From the back cover: Holy Mountain Shaker Thunder and quake have come to the old town. Towers crumble, homes tumble, the quick become the dead. What omen could be more obvious? The Pharaoh Fish under the mountain is displeased. This God must be propitiated. Brave heroes must venture to buy the city’s salvation. At the very least, the Town Council needs to appear in control and send some ‘expert adventurers’ into the depths. A fantasy pointcrawl adventure for characters of 5th to 6th level. Requires Old-School Essentials Classic Fantasy or Advanced Fantasy.",7.42857,7,2021
Courier: A Solo Adventure RPG,"From the introduction: Welcome to the New North America, Courier. People around here call it the “Wasteland” - a barren land full of inhospitable nature, people and wildlife and don’t get me started on the strange anomalous activities popping up! Seems that everything is out to make life hard for those trying to make something from what little is left. So, that’s why you’re here. You get things where they need to be. A hardy survivor willing to deliver across the vast Wasteland expanses and brave the unknown. We need you to deliver something and are willing to pay top dollar to do so! So what do you say… Willing to take the job, Courier?",7.0,2,2021
Fallout: The Post Nuclear Tabletop Role Playing Game,"Publisher's blurb: In 2077, the storm of nuclear war reduced most of the planet to cinders. From the ashes of nuclear devastation, a new civilization will struggle to arise. A civilization you will shape. How will you re-shape the world? Will you join with a plucky band of survivors to fight off all-comers and carve out your own settlement? Will you team up with pre-existing factions like the Brotherhood of Steel or Super Mutants to enforce your own ideals on the Wasteland? Ghoul or robot, paladin or raider, it’s your choice - and the consequences are yours. Welcome to the Wasteland. Welcome to the world of Fallout. This 438-page rulebook contains rules and lore for roleplaying in the Fallout world, as well as concept art from the Fallout videogames. Utilizing Modiphius’ celebrated 2d20 cinematic role-playing system, the Fallout RPG will take players on an exciting journey into the post-apocalypse! Create your own survivors, super mutants, ghouls, and even Mister Handy robots. Immerse yourselves in the iconic post-nuclear apocalyptic world of Fallout, while gamemasters guide their group through unique stories and encounters. The 2d20 edition of Fallout is as close to the bottlecap bartering, wasteland wandering, Brotherhood battling excitement as you can get. Immerse yourself in this genre-defining setting with the official Fallout™ tabletop roleplaying game. Create your group of original characters including vault dwellers, ghouls, super mutants, and even robots. Tell your own stories of survival in post-nuclear America using a host of non-playable characters and horrific mutated creatures. Use iconic weapons, armor, chems, and items transferred straight from the video game. Scavenge the ruins of the old world and make your mark on the Wasteland. Utilize the 2d20 System - a roleplaying rules set that supports both story-led adventures and detailed gameplay. Use Action Points to power your incredible wasteland wanderers, and augment their actions with your fantastic Perks. Use an extensive catalogue of creatures and characters from the world of Fallout. Gamemasters can kick things off with story hooks immersed in the Fallout universe, roll and build random encounters from tables inside the book, and even randomly generate locations and loot for their players. 'With a Bang or a Whimper' 18 page introductory adventure",7.32353,17,2021
Green Oaks,"From the back of the book: Green Oaks è una stupenda struttura immersa nel verde dove coloro che sono giunti all’inverno della loro vita possono trovare diverse attività ricreative, nuove amicizie e tutta la professionalità di personale infermieristico di altissimo livello. Corre voce che nei sotterranei di Green Oaks si nascondano grandi tesori, ma c’è anche chi pensa che in realtà l’intera struttura sia una base aliena dove vengono fatti esperimenti sugli Anziani. English translation: Green Oaks is a beautiful facility where those who have reached the winter of their life can find various recreational activities, new friends and all the professionalism of top-level nursing staff. There is a rumor that great treasures are hidden in the basement of Green Oaks, but there are also those who think that the entire structure is an alien base where experiments are carried out on the Elders.",7.625,8,2021
The Seeker's Guide to Twisted Taverns,"From the back of the book: What's in the book? Welcome to a wondrous collection of 17 enormous locations, all collected and transcribed by The Seeker themself. Each tavern is fit to explore with its own questboard, history, staff, menu, numerous guests and more!",0.0,0,2021
Abomination Vaults Player's Guide,"Publisher's blurb: The Abomination Vault Player's Guide gives players everything they need to create characters for their adventures around Otari and the megadungeon nearby. Within this spoiler–free guide, you'll find: Recommendations for alignments, ancestries, classes, languages, and skills that make good choices for the Abomination Vaults Adventure Path. Seven new backgrounds, including bibliophile, ruin delver, and starwatcher. An introduction to the Cosmic Caravan Pantheon concerning constellations, fortune-telling, the night, hope for a better tomorrow. A gazetteer of the town of Otari.",4.75,4,2021
Villagesong,"From the publisher homepage Villagesong is a fantastical RPG about communities, leadership, and change, inspired by tales from ancient Java. Your decisions will determine the future of your village and the island. What will you sacrifice, and what will you hold dear? You play a village leader, responsible for your home. As the game progresses, draw cards from the change deck to discover the events facing your village. You will make tough decisions, form and break bonds with other leaders, and discover how your island changes. Choice by choice, you will shape the song of your village, sung for many years to come. From the back of the tuckbox Lead your Village, shape the island. Tell a tempestous story of leadership and change on an island rife with trials, spirits and unrest. Play a village leader, facing hard decisions in the struggle for your island's future. Choice by choice, shape the song of your village, sung for many years to come. Easy to learn, start playing in minutes Play with friends or enjoy solo mode Everything you need in this box Game contents: 6 leaders, 6 villages, 5 bonds, 42 change cards, 4 references, 1 turn token, 1 rules booklet 1-4 Players - 2-4 hours - Age 14 & up",7.5,4,2021
The Dark Crystal Adventure Game,"Publisher's blurb: Explore the planet of Thra and discover the mysteries behind the Crystal of Truth in The Dark Crystal Adventure Game. ... Set in the world of the original 1982 film and the recent Netflix television series, The Dark Crystal Adventure Game is an “easy to play” title for fans of the franchise. Releasing as a choose-your-own adventure style game, the RPG will include a 200 page campaign and tools to enable people to make their own stories in the world of Dark Crystal.",8.4,5,2021
Grim Hollow: The Monster Grimoire,"From the back of the book: Grim Hollow: The Monster Grimoire offers over 400 new monsters, made for a dark fantasy campaign [in the dangerous world of Etharis], tailor-made for a dark fantasy campaign.",0.0,0,2021
The Wild Beyond the Witchlight,"From publisher blurb: The Wild Beyond the Witchlight is D&D's next big adventure storyline that brings the wicked whimsy of the Feywild to fifth edition for the first time. Tune into D&D Live 2021 presented by G4 on July 16 and 17 for details including new characters, monsters, mechanics, and story hooks suitable for players of all ages and experience levels.",7.66667,24,2021
Candlekeep Mysteries,"From publisher blurb: GREAT BOOKS HIDE THEIR SECRETS WELL An anthology of seventeen mystery-themed adventures for the world’s greatest roleplaying game. Candlekeep attracts scholars like a flame attracts moths. Historians, sages, and others who crave knowledge flock to this library fortress to peruse its vast collection of books, scribbled into which are the answers to the mysteries that bedevil them. Many of these books contain their own mysteries—each one a doorway to adventure. Dare you cross that threshold? Candlekeep Mysteries is a collection of seventeen short, stand-alone D&D adventures designed for characters of levels 1-16. Each adventure begins with the discovery of a book, and each book is the key to a door behind which danger and glory await. These adventures can be run as one-shot games, plugged into an existing Forgotten Realms campaign, or adapted for other campaign settings. Step across Candlekeep’s threshold to discover: Seventeen self contained mystery-themed adventures Short bite-sized content for easy consumption and preparation Each adventure begins with the discovery of a book, and each book is the key to a door behind which danger and glory await A variety of levels of play, spanning the breadth of the game for easy adaptation Usable in any game in or out of the Forgotten Realms Includes a poster map of the library fortress itself and detailed descriptions of Candlekeep and its inhabitants.",7.46129,31,2021
Liminal Horror,"From the itch.io page: Liminal Horror is a rules-lite, fail forward system that leverages creative problem solving in order to create memorable experiences at the table. Players act as investigators navigating a modern world full of terrible and unknowable things that hide in the spaces between, looking for a way in. For fans of Junji Ito, horror, Call of Cthulhu, Monster of the Week, Silent Legions but wanting rules-lite adaptable system. It is a modern horror hack of Yochai Gal's Cairn (Into the Odd + Knave). Gameplay: Fast and simple rules (the summary fits onto a single page). There are 3 stats (Strength, Dexterity, Control) and players makes saves when there is a risk of failure. Rolling equal to or under is a success. There are not rolls to hit (damage is dealt automatically). Stress & Fallout: Play deals with horror themes. This is represented mechanically by Stress and Fallout. Fallout is how characters are changed by the Old Powers. The design avoids using mental illness and trauma as game-play mechanics. Magic: Magic is dangerous, random, and chaotic. Liminal Horror adapts the Maze Rats magic system (thanks to the work of Xenio).",7.16667,3,2021
"JK Taimabu, or, Exorcism Club for Black-haired Girls with Ponytails","From the introduction: Let me bid you welcome to Earth, jumper. At first glance, this is the same kind of 21st century Earth you might be familiar with already, but if one delves deeper, you will find out that monsters and demons of all kinds exist in the underbelly of society. Not very deep, and worryingly common, there’s only one thing between the monsters lurking in the shadows and the innocent civilians: The exorcists.",0.0,0,2021
1000 Year Old Elf,"In this game you will imagine yourself as an elf with a very long lifespan. It is a solo sandbox game. There are themes of skill, loss, and weariness. You need 2d10 of different colors or a pair of percentile dice, pencil and paper.",6.3125,8,2021
Valda's Spire of Secrets,"From the Kickstarter: [T]he biggest, most exciting expansion ever made for DnD 5th edition. Bring your next character to life with 10 new base classes and 150+ subclasses, and fill their spellbook with 130+ new spells. Use new races and brand new customization options to make your character completely unique. Bring new adventures to your table and reinvigorate your love of 5E with Spire of Secrets.",9.0,1,2021
"Archives of the Empire, Volume II","From publisher blurb: Just North of Altdorf, not far from the village of Frederheim, the cult of Shallya maintains za Hospice. Behind its imposing walls, troubled souls receive succour, and a lucky few find respite. One of its denizens, the ‘Lady’ Isabella, worries her carers. Her quill is ceaseless, though few can say what she writes. Despite the best efforts of the hospice staff, strange missives continue to appear in her room. Could there be some truth to her claim that she is collating a truly wondrous collection of writings? Surely it can not be the case that she is who she claims to be — one Princess Isabella von Holswig-Schleistein, sister to Emperor Karl-Franz I. Some are beginning to wonder… Welcome to Archives of the Empire: Volume II. A fascinating and diverse collection of articles on topics that cover the length and breath of the Old World. This second volume focuses on those towering walls of muscle and fat, the Ogres, who hail from the Mountains of Mourn but make their home across the Empire and indeed the world. Volume II details new locations, careers, and NPCs perfect for inclusion in your next WFRP adventure. Archives of the Empire II includes: Ogres of the Empire: Two chapters dedicated to Ogres, their place in the Empire, and their place at the gaming table. Included are three new careers, including the fearsome Ogre Butcher, who wields the magic of the Great Maw with bloody intent. Star Signs and Astrology: Some say their fate is written in the stars, while others find their future in the gutter. This chapter provides a description of the star signs that dot the heavens of the Old World, along with the meaning that people invest in them. Magical Items: Though magic items are rare in the Old World, they are coveted and powerful things. This chapter provides rules for generating magic weapons, armour, and stranger devices. The Great Hospice: A retreat from the perils of the world, the Great Hospice provides a refuge for those who need it — and can afford it. Just north of Altdorf, the Hospice is a detailed location with maps, NPCs, plot hooks, and more. Theatre of War: Though combat is a common feature of WFRP games, open warfare is rarely explored. This chapter provides rules for creating a cinematic battle in which competent Characters can influence the outcome. Archives of the Empire II provides another varied collection of excellent and entertaining expansions to any gaming table. Packed with lore, NPCs, and exciting adventure hooks, this collection will kickstart your next adventure in Warhammer Fantasy Roleplay!",7.57143,7,2021
Crown & Tower,"From the back: cover The Adventure continues in this huge open-world gamebook series. Book 2: Crown & Tower is set in the feudal county of Longport Bay. Anger and rebellion stalk the streets of the capital city, while mighty barons are laid low with poison and deceit. And across the border, the forces of evil stir. They know the county is weak and that the time to strike is now. Wage war for the noble houses, defend cities from orc attack, or plunge into the ruins of Sonderleign and recover the treasures of the ancients.",8.66667,6,2021
Worlds Without Number,"Publisher blurb: Worlds Without Number is a fantasy role-playing game, one fully compatible with the hit sci-fi game Stars Without Number. It's built from the ground up to provide gritty, hard-edged adventure in the fathomless future of the Latter Earth, a fantastic realm of time-lost sorcery, savage foes, and barbaric splendor. The cold steel in the fists of your heroes and the half-understood sorcery in their tomes must suffice to overcome the monstrous remnants of ancient alien rulers and the present depredations of ruthless lords and hideous beasts alike. The riches of lost ages await in the subterranean Deeps that once held their kingdoms, and even the heavens above are not beyond the reach of the recklessly daring. Worlds Without Number isn't just a savage game of steel and sorcery. It's packed solid with system-neutral GM tools and worldbuilding support, with hundreds of pages of useful tools, tags, tables, and practical advice usable by any GM, regardless of their favorite setting or system. The well-loved sci-fi tools of Stars Without Number are reworked here to support fantasy gaming, whether in the provided setting of the Latter Earth or in your own carefully-crafted homebrew world. Even GMs who don't prefer the OSR-compatible game system of WWN will find more than half the book dedicated to tools they can use in the systems they like best. So what do you get in this book? Sword and sorcery heroes of blade, cunning, and spell. The proven OSR-compatible character creation system of Stars Without Number is redone here for a fantasy world of blade and black magic. OSR-compatible rules, allowing you to plunder decades of existing adventure material for your play. You can even pull in Stars Without Number content, as it's fully compatible. The Gyre region of the far-future Latter Earth, a premade sandbox for quick play. Venture forth to clash with the sinister powers that gather in the shadow of the waning rule of the Reaping King. Worldbuilding tools crafted to the renowned Sine Nomine standard. Did you like the hundred different world tags in SWN? Then have two hundred inspirational tags to help you build ruins, courts, communities, and wilderness points of interest. Grab a wealth of tools for building histories, societies, governments, religions, and geography, all written with a keen eye toward producing good, playable content for your adventuring group. Adventure creation tools to soothe the pangs of a working GM, with guides for building adventures out of combat, exploration, social, and investigative challenges. Use the tags you picked in the worldbuilding section to speed up your creation of a good night's gaming. Faction rules for fantasy worlds, with dark cults, fierce lords, grasping abbots, and greedy merchants all serving to keep your world in motion even when the PCs aren't on the scene. Heroic characters, ones fired with the prowess of high fantasy heroes and epic Chosen Ones. Don't care for gritty sword and sorcery? Use these rules to turn even novice adventurers into the protagonists of mighty deeds. Legates, those heroes touched with the power of the Legacy itself. Reach beyond the limits of mortal prowess to embrace superhuman abilities and impossible might, and dare adventures that will live for an age in legend. Bonus character classes, including the Adunic Invoker, Darian Skinshifter, Llaigisan Beastmaster, Sarulite Blood Priest, Kistian Duelist, and Vothite Thought Noble. Each one is built to help support a broad character concept, such as shapeshifting, mind control, animal companions, divine blessings, or swashbuckling fighters – concepts you can import to any setting. Additional GM tools, including a hundred fractal adventure seeds, help with extradimensional Iterums, and a sheaf of bonus GM tables for fleshing out architecture, NPC relationships, and random adventure NPCs.",8.71429,14,2021
Coyote & Crow,"Publisher's description: Coyote & Crow, the Roleplaying Game is a tabletop role playing game set in an alternate future where colonization of the Americas never occurred. Instead, advanced civilizations arose over hundreds of years after a massive climate disaster changed the history of the planet. You'll play as adventurers starting out in the city of Cahokia, a bustling, diverse metropolis along the Mississippi River. It's a world of science and spirituality where the future of technology and legends of the past will collide. Players take on the roles of characters imbued with the powers of the Adanadi and can explore an incredible world of science fiction and fantasy. The game is created and led by a team of Native Americans representing more than a dozen tribes and we've built a game that both Natives and non-Natives will thrill to explore and build upon.",6.8,5,2021
2018 R-A-N-D-O-M Design Challenge Entries,The 2018 collection of random tables from the wonderful folks on RPG Geek.,7.5,6,2021
Zombicide: Chronicles,"Zombicide: Chronicles is a stand-alone roleplaying game set in the famous setting of the Zombicide board games. Take a deep dive into this rich universe, create your own Survivor from scratch (or use a ready-to-play one!), and prepare yourself for the end of the world. But this isn’t your everyday nightmare about the Zombie apocalypse. In Zombicide: Chronicles, you show the undead that the living are still trying to fight back, and you got plenty of guns and willpower to prove it! With quick and easy mechanics, and gameplay that is enhanced by the use of Zombicide board game miniatures and components, you and your friends will soon be facing entire Zombie Hordes, meeting interesting characters, and exploring a huge metropolis with 10 different areas and unlimited opportunities to keep hope alive and the dead truly dead this time. Now, it’s time to ask yourself, what will your survivor story be?",7.35714,14,2021
Atma: A Roleplaying Card Game: Act I,"From publisher website: Welcome to a world near our own. The volcanic mineral atma empowers the living and entwines the dying, while artificial intelligence and alien titans join humanity in this daunting new century. Yet in the Restless Zones, beyond society and law, trouble lurks. Gather your fellow adventurers and prepare to test yourself against the world’s most dangerous frontiers. The sky’s getting darker… Atma is a complete roleplaying game system in a tiny package. It's portable, quick to set up and teach, and plays in just 2 hours — perfect for game nights or pop-up sessions! A Game Master and 1-4 players use illustrated tarot cards to fuel RPG gameplay focused on creativity and quick thinking. Atma excels as a tutorial for first-time GMs who've always wanted to run an RPG, while allowing limitless creativity for roleplaying pros. Act I includes everything you need to play Atma: 3 51-card stage decks 8 8-card character decks 4 reference cards 6 dividers 2 D6 dice 15 tokens 1 rulebook Stages: Taiwu Rig, Kuzimu, Lua Nova Terminal Characters: Arctura, Clove, Cyrano, Indra, Maud, Rainpetal, Tengu & Orochi, Vestadt",8.7,5,2021
